0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.2000	0.4000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.5714	0.1429	0.2143	0.0714	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.3333	0.2833	0.2333	0.0833	0.0500	0.0167	0.0000	
0.0000	0.0000	0.0000	0.0000	0.2143	0.3214	0.2500	0.1786	0.0357	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.2222	0.3056	0.1667	0.3056	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0323	0.0323	0.1290	0.4516	0.3548	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0200	0.0600	0.3800	0.5000	0.0400	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0236	0.5669	0.4094	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0137	0.0959	0.8904	

0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.2000	0.4000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.5714	0.1429	0.2143	0.0714	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.3333	0.2833	0.2333	0.0833	0.0500	0.0167	0.0000	
0.0000	0.0000	0.0000	0.0000	0.2143	0.3214	0.2500	0.1786	0.0357	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.2222	0.3056	0.1667	0.3056	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0323	0.0323	0.1290	0.4516	0.3548	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0200	0.0600	0.3800	0.5000	0.0400	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0236	0.5669	0.4094	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0137	0.0959	0.8904	
